actual_MLR,pred_MLR,error_MLR,actual_MLR,pred_MLR,error_MLR,actual_MLR,pred_MLR,error_MLR,actual_MLR,pred_MLR,error_MLR,lable,index
1.948,2.072,0.124,1.948,2.092,0.144,1.948,1.989,0.041,2.215,2.78,0.565,CV,1014
2.83,2.628,-0.202,2.83,2.231,-0.599,2.83,2.342,-0.488,3.953,4.08,0.127,CV,1015
1.812,1.357,-0.455,1.812,1.665,-0.147,1.812,1.474,-0.338,2.96,2.78,-0.18,CV,1016
5.805,5.268,-0.537,5.805,5.985,0.18,5.805,5.177,-0.628,0.837,0.85,0.013,CV,1017
1.529,1.364,-0.165,1.529,1.681,0.152,1.529,1.289,-0.24,2.312,3.25,0.938,CV,1018
2.106,1.677,-0.429,2.106,1.723,-0.383,2.106,1.77,-0.336,1.481,1.98,0.499,CV,1019
1.3,2.452,1.152,1.3,2.354,1.054,1.3,2.462,1.162,1.964,1.79,-0.174,CV,1020
2.4,2.361,-0.039,2.4,2.377,-0.023,2.4,2.301,-0.099,4.199,4,-0.199,CV,1021
3.18,3.362,0.182,3.18,3.048,-0.132,3.18,3.237,0.057,3.026,2.6,-0.426,CV,1022
0.42,1.324,0.904,0.42,1.329,0.909,0.42,1.745,1.325,3.823,3.58,-0.243,CV,1023
6.5,4.349,-2.151,6.5,2.378,-4.122,6.5,4.558,-1.942,3.815,3.6,-0.215,CV,1024
1.023,1.547,0.524,1.023,1.197,0.174,1.023,1.143,0.12,4.883,5,0.117,CV,1025
4.3,3.754,-0.546,4.3,4.989,0.689,4.3,3.774,-0.526,5.293,5,-0.293,CV,1026
0.958,1.583,0.625,0.958,1.536,0.578,0.958,1.894,0.936,2.952,2.76,-0.192,CV,1027
4.657,5.439,0.782,4.657,5.132,0.475,4.657,5.117,0.46,2.373,2,-0.373,CV,1028
4.2,3.679,-0.521,4.2,3.999,-0.201,4.2,3.776,-0.424,4.216,3.63,-0.586,CV,1029
1.589,1.589,0,1.589,1.605,0.016,1.589,1.866,0.277,2.328,1.05,-1.278,CV,1030
2.177,1.838,-0.339,2.177,1.83,-0.347,2.177,1.895,-0.282,2.587,2.093,-0.494,CV,1031
4.179,3.541,-0.638,4.179,4.496,0.317,4.179,3.606,-0.573,1.847,1.301,-0.546,CV,1032
2.093,2.702,0.609,2.093,2.544,0.451,2.093,2.66,0.567,1.873,2.751,0.878,CV,1033
3.99,4.594,0.604,3.99,6.351,2.361,3.99,4.055,0.065,2.73,2.082,-0.648,CV,1034
2.443,2.125,-0.318,2.443,2.305,-0.138,2.443,2.394,-0.049,2.539,2.426,-0.113,CV,1035
2.11,2.213,0.103,2.11,2.478,0.368,2.11,2.241,0.131,2.948,3.278,0.33,CV,1036
1.6,2.114,0.514,1.6,2.254,0.654,1.6,2.233,0.633,2.434,1.806,-0.628,CV,1037
6,8.209,2.209,6,9.563,3.563,6,6.871,0.871,3.048,2.698,-0.35,CV,1038
2.498,2.349,-0.149,2.498,2.36,-0.138,2.498,2.298,-0.2,2.117,2.37,0.253,CV,1039
3,2.387,-0.613,3,2.607,-0.393,3,2.552,-0.448,3.515,3.84,0.325,CV,1040
1.64,2.072,0.432,1.64,1.791,0.151,1.64,2.1,0.46,2.235,1.97,-0.265,CV,1041
3.869,4.02,0.151,3.869,4.315,0.446,3.869,3.878,0.009,2.72,2.25,-0.47,CV,1042
5.277,5.026,-0.251,5.277,4.812,-0.465,5.277,5.237,-0.04,3.699,3.7,0.001,CV,1043
2.74,1.994,-0.746,2.74,2.253,-0.487,2.74,2.081,-0.659,4.933,5.87,0.937,CV,1044
0.267,1.011,0.744,0.267,1.225,0.958,0.267,0.75,0.483,6.582,7.26,0.678,CV,1045
2.253,2.371,0.118,2.253,2.588,0.335,2.253,2.303,0.05,2.168,2.019,-0.149,CV,1046
1.829,1.751,-0.078,1.829,1.974,0.145,1.829,1.76,-0.069,1.731,2.628,0.897,CV,1047
3.29,3.63,0.34,3.29,3.584,0.294,3.29,3.57,0.28,1.834,1.916,0.082,CV,1048
2.8,3.149,0.349,2.8,3.566,0.766,2.8,3.284,0.484,1.752,2.155,0.403,CV,1049
6.1,5.553,-0.547,6.1,5.19,-0.91,6.1,5.511,-0.589,0.614,1.415,0.801,CV,1050
5.854,5.52,-0.334,5.854,5.368,-0.486,5.854,5.8,-0.054,1.865,1.883,0.018,CV,1051
2.835,2.587,-0.248,2.835,2.654,-0.181,2.835,2.723,-0.112,1.556,1.812,0.256,CV,1052
1.61,1.699,0.089,1.61,1.818,0.208,1.61,1.669,0.059,0.986,0.915,-0.071,CV,1053
2.11,2.134,0.024,2.11,2.326,0.216,2.11,1.953,-0.157,1.688,1.829,0.141,CV,1054
1.78,3.318,1.538,1.78,3.263,1.483,1.78,3.629,1.849,1.857,1.861,0.004,CV,1055
3.79,3.135,-0.655,3.79,3.13,-0.66,3.79,3.184,-0.606,1.76,1.774,0.014,CV,1056
1.611,1.471,-0.14,1.611,1.99,0.379,1.611,1.547,-0.064,1.522,1.529,0.007,CV,1057
2.057,2.28,0.223,2.057,2.261,0.204,2.057,2.019,-0.038,1.248,1.11,-0.138,CV,1058
1.415,1.196,-0.219,1.415,1.233,-0.182,1.415,0.958,-0.457,1.984,1.888,-0.096,CV,1059
3.178,3.228,0.05,3.178,2.942,-0.236,3.178,3.326,0.148,2.872,3.009,0.137,CV,1060
1.682,1.65,-0.032,1.682,1.823,0.141,1.682,1.641,-0.041,1.904,1.823,-0.081,CV,1061
3.602,2.471,-1.131,3.602,2.385,-1.217,3.602,2.742,-0.86,1.747,2.035,0.288,CV,1062
5.71,6.52,0.81,5.71,6.974,1.264,5.71,6.613,0.903,1.814,2.079,0.265,CV,1063
1.9,2.543,0.643,1.9,2.854,0.954,1.9,2.592,0.692,2.782,1.96,-0.822,CV,1064
2.111,1.894,-0.217,2.111,2.199,0.088,2.111,1.877,-0.234,2.873,2.6,-0.273,CV,1065
3.096,2.813,-0.283,3.096,3.118,0.022,3.096,3.015,-0.081,2.24,2.334,0.094,CV,1066
2.955,2.681,-0.274,2.955,2.742,-0.213,2.955,2.806,-0.149,0.991,0.572,-0.419,CV,1067
3.379,3.604,0.225,3.379,3.291,-0.088,3.379,3.884,0.505,2.291,2.285,-0.006,CV,1068
2.313,1.882,-0.431,2.313,2.252,-0.061,2.313,2.146,-0.167,2.865,3.036,0.171,CV,1069
3.21,2.807,-0.403,3.21,2.924,-0.286,3.21,2.964,-0.246,2.542,2.454,-0.088,CV,1070
1.709,1.919,0.21,1.709,2.094,0.385,1.709,1.868,0.159,2.926,3.237,0.311,CV,1071
2.965,3.125,0.16,2.965,3.269,0.304,2.965,3.008,0.043,2.621,1.96,-0.661,CV,1072
2.48,2.179,-0.301,2.48,2.476,-0.004,2.48,2.178,-0.302,2.229,1.34,-0.889,CV,1073
2.438,2.324,-0.114,2.438,2.707,0.269,2.438,2.518,0.08,2.498,1.9,-0.598,CV,1074
3.9,3.95,0.05,3.9,4.618,0.718,3.9,3.995,0.095,1.601,1.64,0.039,CV,1075
0.334,3.567,3.233,0.334,3.903,3.569,0.334,3.525,3.191,2.176,2.4,0.224,CV,1076
3.19,4.615,1.425,3.19,4.281,1.091,3.19,4.756,1.566,2.079,2.509,0.43,CV,1077
5.07,4.485,-0.585,5.07,4.413,-0.657,5.07,4.456,-0.614,2.811,2.873,0.062,CV,1078
1.6,2.055,0.455,1.6,2.163,0.563,1.6,2.037,0.437,2.315,2.443,0.128,CV,1079
2.954,2.647,-0.307,2.954,2.633,-0.321,2.954,2.588,-0.366,2.416,2.356,-0.06,CV,1080
1.709,1.737,0.028,1.709,2.389,0.68,1.709,2.006,0.297,3.527,3.368,-0.159,CV,1081
2.46,2.182,-0.278,2.46,2.374,-0.086,2.46,2.159,-0.301,2.806,3.118,0.312,CV,1082
1.997,1.929,-0.068,1.997,1.954,-0.043,1.997,1.561,-0.436,2.455,2.454,-0.001,CV,1083
2.36,2.25,-0.11,2.36,2.545,0.185,2.36,2.361,0.001,3.486,3.542,0.056,CV,1084
2.133,2.1,-0.033,2.133,2.201,0.068,2.133,1.982,-0.151,3.621,3.558,-0.063,CV,1085
4.2,6.39,2.19,4.2,9.178,4.978,4.2,5.497,1.297,5.285,5.022,-0.263,CV,1086
4.7,3.932,-0.768,4.7,4.41,-0.29,4.7,3.891,-0.809,4.366,5.21,0.844,CV,1087
1.051,1.193,0.142,1.051,1.238,0.187,1.051,1.041,-0.01,4.07,4.7,0.63,CV,1088
1.5,1.786,0.286,1.5,1.727,0.227,1.5,1.664,0.164,3.763,2.933,-0.83,CV,1089
2.53,2.143,-0.387,2.53,2.563,0.033,2.53,2.367,-0.163,3.923,4.168,0.245,CV,1090
2.03,1.743,-0.287,2.03,2.09,0.06,2.03,1.865,-0.165,1.741,2.35,0.609,CV,1091
3.44,2.638,-0.802,3.44,2.196,-1.244,3.44,3.06,-0.38,3.753,2.54,-1.213,CV,1092
3.94,2.983,-0.957,3.94,3.184,-0.756,3.94,2.975,-0.965,4.561,4.179,-0.382,CV,1093
6.469,5.968,-0.501,6.469,5.995,-0.474,6.469,5.992,-0.477,4.733,5.245,0.512,CV,1094
1.203,2.069,0.866,1.203,1.867,0.664,1.203,1.744,0.541,2.706,2.67,-0.036,CV,1095
2.955,2.783,-0.172,2.955,2.679,-0.276,2.955,2.752,-0.203,4.892,5.58,0.688,CV,1096
4,3.354,-0.646,4,3.426,-0.574,4,3.422,-0.578,5.854,6.469,0.615,CV,1097
3.16,3.597,0.437,3.16,3.589,0.429,3.16,3.557,0.397,5.833,6.431,0.598,CV,1098
4.255,3.109,-1.146,4.255,3.435,-0.82,4.255,3.228,-1.027,3.971,3.5,-0.471,CV,1099
3.308,4.825,1.517,3.308,4.252,0.944,3.308,5.064,1.756,2.091,1.8,-0.291,CV,1100
1.595,1.956,0.361,1.595,2.062,0.467,1.595,1.846,0.251,2.572,2,-0.572,CV,1101
3.537,3.052,-0.485,3.537,3.034,-0.503,3.537,3.269,-0.268,4.106,3.54,-0.566,CV,1102
1.72,1.982,0.262,1.72,2.253,0.533,1.72,2,0.28,3.205,3.1,-0.105,CV,1103
2.302,2.311,0.009,2.302,2.684,0.382,2.302,2.47,0.168,2.876,2.5,-0.376,CV,1104
0.925,1.31,0.385,0.925,1.482,0.557,0.925,1.225,0.3,2.73,2.29,-0.44,CV,1105
1.97,2.178,0.208,1.97,2.493,0.523,1.97,2.354,0.384,1.995,2.74,0.745,CV,1106
2.47,3.49,1.02,2.47,3.538,1.068,2.47,3.19,0.72,2.475,3,0.525,CV,1107
2.957,2.87,-0.087,2.957,2.878,-0.079,2.957,2.715,-0.242,1.947,1.43,-0.517,CV,1108
3.825,3.4,-0.425,3.825,3.726,-0.099,3.825,3.502,-0.323,5.672,4.16,-1.512,CV,1109
1.344,2.181,0.837,1.344,2.556,1.212,1.344,2.092,0.748,4.907,6,1.093,CV,1110
3.439,3.35,-0.089,3.439,3.087,-0.352,3.439,3.386,-0.053,5.092,5.9,0.808,CV,1111
2.14,1.454,-0.686,2.14,1.546,-0.594,2.14,1.411,-0.729,2.541,2.34,-0.201,CV,1112
0.866,1.002,0.136,0.866,1.352,0.486,0.866,1.002,0.136,3.229,2.76,-0.469,CV,1113
2.41,2.429,0.019,2.41,2.678,0.268,2.41,2.606,0.196,1.729,2.12,0.391,CV,1114
1.263,1.439,0.176,1.263,1.811,0.548,1.263,1.538,0.275,1.822,2.06,0.238,CV,1115
0.768,0.983,0.215,0.768,1.587,0.819,0.768,0.882,0.114,1.896,2.37,0.474,CV,1116
2.07,2.641,0.571,2.07,2.661,0.591,2.07,2.654,0.584,2.721,3.38,0.659,CV,1117
2.6,2.843,0.243,2.6,3.018,0.418,2.6,2.839,0.239,1.871,1.66,-0.211,CV,1118
2.426,2.355,-0.071,2.426,2.962,0.536,2.426,2.625,0.199,2.34,2.07,-0.27,CV,1119
2.35,1.661,-0.689,2.35,2.027,-0.323,2.35,1.667,-0.683,1.783,1.89,0.107,CV,1120
5,3.932,-1.068,5,4.052,-0.948,5,4.25,-0.75,1.698,2.31,0.612,CV,1121
3.896,4.153,0.257,3.896,4.068,0.172,3.896,3.975,0.079,2.455,2.71,0.255,CV,1122
0.806,1.034,0.228,0.806,1.533,0.727,0.806,1.135,0.329,2.029,1.6,-0.429,CV,1123
3.48,3.134,-0.346,3.48,3.333,-0.147,3.48,3.034,-0.446,2.548,2.87,0.322,CV,1124
2.955,2.691,-0.264,2.955,3.145,0.19,2.955,3.083,0.128,2.255,2.8,0.545,CV,1125
3.705,3.324,-0.381,3.705,3.764,0.059,3.705,3.514,-0.191,1.858,1.8,-0.058,CV,1126
3.363,2.942,-0.421,3.363,2.895,-0.468,3.363,2.882,-0.481,2.46,3.24,0.78,CV,1127
2.26,2.248,-0.012,2.26,2.481,0.221,2.26,2.325,0.065,3.604,4.05,0.446,CV,1128
1.627,1.732,0.105,1.627,1.925,0.298,1.627,1.795,0.168,2.778,2.63,-0.148,CV,1129
2.291,1.996,-0.295,2.291,2.244,-0.047,2.291,2.195,-0.096,3.154,3.18,0.026,CV,1130
2.362,2.176,-0.186,2.362,2.55,0.188,2.362,2.253,-0.109,1.46,1.64,0.18,CV,1131
1.98,2.101,0.121,1.98,2.322,0.342,1.98,2.054,0.074,4.117,3.7,-0.417,CV,1132
5,5.322,0.322,5,4.832,-0.168,5,5.688,0.688,1.597,0.97,-0.627,CV,1133
2.003,2.074,0.071,2.003,2.183,0.18,2.003,2.114,0.111,3.227,2.83,-0.397,CV,1134
2.78,3.272,0.492,2.78,3.27,0.49,2.78,3.219,0.439,2.684,2.83,0.146,CV,1135
1.43,1.844,0.414,1.43,2.115,0.685,1.43,1.758,0.328,3.747,3.87,0.123,CV,1136
1.829,3.084,1.255,1.829,1.891,0.062,1.829,2.679,0.85,4.074,4.14,0.066,CV,1137
1.71,2.657,0.947,1.71,2.814,1.104,1.71,2.772,1.062,4.808,4.82,0.012,CV,1138
3.5,3.957,0.457,3.5,4.283,0.783,3.5,3.825,0.325,3.665,2.7,-0.965,CV,1139
1.774,1.716,-0.058,1.774,2.229,0.455,1.774,1.828,0.054,3.401,2.96,-0.441,CV,1140
3.91,3.324,-0.586,3.91,4.215,0.305,3.91,3.291,-0.619,3.64,2.99,-0.65,CV,1141
2.85,2.338,-0.512,2.85,3.419,0.569,2.85,2.372,-0.478,2.602,2.602,0,CV,1142
5.174,5.651,0.477,5.174,5.689,0.515,5.174,5.303,0.129,2.352,2.061,-0.291,CV,1143
2.74,2.146,-0.594,2.74,2.393,-0.347,2.74,1.908,-0.832,2.309,1.344,-0.965,CV,1144
4.01,3.636,-0.374,4.01,3.897,-0.113,4.01,3.561,-0.449,2.743,3.217,0.474,CV,1145
1.52,1.739,0.219,1.52,2.167,0.647,1.52,1.803,0.283,2.379,2,-0.379,CV,1146
1.73,2.003,0.273,1.73,2.526,0.796,1.73,1.892,0.162,2.97,2.212,-0.758,CV,1147
2.49,2.756,0.266,2.49,2.688,0.198,2.49,2.617,0.127,3.376,0.334,-3.042,CV,1148
6,5.836,-0.164,6,6.658,0.658,6,6.125,0.125,1.331,1.857,0.526,CV,1149
2.247,2.528,0.281,2.247,2.675,0.428,2.247,2.404,0.157,3.519,2.86,-0.659,CV,1150
2.389,2.121,-0.268,2.389,1.962,-0.427,2.389,2.195,-0.194,2.389,2.244965718,-0.144,External,1151
1.965,1.617,-0.348,1.965,1.589,-0.376,1.965,1.738,-0.227,1.965,1.447060965,-0.518,External,1152
2.22,1.835,-0.385,2.22,1.678,-0.542,2.22,1.904,-0.316,2.22,1.666467667,-0.554,External,1153
1.65,2.298,0.648,1.65,1.915,0.265,1.65,2.2,0.55,1.65,2.1505478,0.501,External,1154
1.725,1.658,-0.067,1.725,1.603,-0.122,1.725,1.705,-0.02,1.725,1.512721192,-0.212,External,1155
2.144,1.758,-0.386,2.144,1.672,-0.472,2.144,1.977,-0.167,2.144,1.414917315,-0.729,External,1156
1.654,1.494,-0.16,1.654,1.377,-0.277,1.654,1.648,-0.006,1.654,1.18330342,-0.471,External,1157
1.083,0.766,-0.317,1.083,0.693,-0.39,1.083,0.948,-0.135,1.083,0.788444976,-0.295,External,1158
1.872,1.698,-0.174,1.872,1.386,-0.486,1.872,1.762,-0.11,1.872,1.444868099,-0.427,External,1159
1.654,1.486,-0.168,1.654,1.177,-0.477,1.654,1.597,-0.057,1.654,1.267071494,-0.387,External,1160
0.556,0.321,-0.235,0.556,0.22,-0.336,0.556,0.485,-0.071,0.556,0.200001889,-0.356,External,1161
1.197,0.992,-0.205,1.197,1.144,-0.053,1.197,1.084,-0.113,1.197,1.000138661,-0.197,External,1162
1.578,1.335,-0.243,1.578,1.182,-0.396,1.578,1.454,-0.124,1.578,1.550431409,-0.028,External,1163
2.427,2.166,-0.261,2.427,1.882,-0.545,2.427,2.205,-0.222,2.427,2.039855698,-0.387,External,1164
2.052,1.517,-0.535,2.052,1.468,-0.584,2.052,1.662,-0.39,2.052,1.745674866,-0.306,External,1165
2.128,1.736,-0.392,2.128,1.64,-0.488,2.128,1.947,-0.181,2.128,1.752888929,-0.375,External,1166
1.497,1.102,-0.395,1.497,1.159,-0.338,1.497,1.266,-0.231,1.497,0.946437028,-0.551,External,1167
1.992,1.841,-0.151,1.992,1.629,-0.363,1.992,1.945,-0.047,1.992,2.068268866,0.076,External,1168
1.393,1.098,-0.295,1.393,1.022,-0.371,1.393,1.23,-0.163,1.393,1.196239034,-0.197,External,1169
2.247,1.943,-0.304,2.247,2.043,-0.204,2.247,2.221,-0.026,2.247,1.831045553,-0.416,External,1170
1.393,1.248,-0.145,1.393,1.074,-0.319,1.393,1.377,-0.016,1.393,1.117961409,-0.275,External,1171
0.692,0.698,0.006,0.692,0.724,0.032,0.692,0.795,0.103,0.692,0.571770209,-0.12,External,1172
1.475,1.272,-0.203,1.475,1.295,-0.18,1.475,1.41,-0.065,1.475,1.433967891,-0.041,External,1173
0.637,0.866,0.229,0.637,0.518,-0.119,0.637,0.775,0.138,0.637,0.8590917,0.222,External,1174
0.61,1.305,0.695,0.61,1.318,0.708,0.61,1.549,0.939,0.61,1.298667184,0.689,External,1175
2.72,1.348,-1.372,2.72,0.803,-1.917,2.72,1.353,-1.367,2.72,1.340439311,-1.38,External,1176
0.664,0.705,0.041,0.664,0.388,-0.276,0.664,0.681,0.017,0.664,0.629737117,-0.034,External,1177
1.888,1.687,-0.201,1.888,1.511,-0.377,1.888,1.783,-0.105,1.888,1.679400916,-0.209,External,1178
2.166,2.274,0.108,2.166,2.144,-0.022,2.166,2.416,0.25,2.166,2.248530037,0.083,External,1179
1.333,0.899,-0.434,1.333,1.248,-0.085,1.333,0.955,-0.378,1.333,0.965932515,-0.367,External,1180
1.448,1.185,-0.263,1.448,1.423,-0.025,1.448,1.279,-0.169,1.448,1.12508628,-0.323,External,1181
1.372,1.157,-0.215,1.372,1.272,-0.1,1.372,1.45,0.078,1.372,1.325635081,-0.046,External,1182
1.17,1.05,-0.12,1.17,1.164,-0.006,1.17,1.073,-0.097,1.17,1.097328671,-0.073,External,1183
2.351,1.902,-0.449,2.351,1.797,-0.554,2.351,2.207,-0.144,2.351,2.00429392,-0.347,External,1184
2.465,1.975,-0.49,2.465,1.711,-0.754,2.465,2.075,-0.39,2.465,2.036486421,-0.429,External,1185
0.953,0.752,-0.201,0.953,1.073,0.12,0.953,0.893,-0.06,0.953,0.807070197,-0.146,External,1186
2.34,1.995,-0.345,2.34,1.866,-0.474,2.34,2.168,-0.172,2.34,2.097223244,-0.243,External,1187
1.469,1.271,-0.198,1.469,1.227,-0.242,1.469,1.352,-0.117,1.469,1.422575336,-0.046,External,1188
1.246,1.459,0.213,1.246,1.24,-0.006,1.246,1.594,0.348,1.246,1.396838779,0.151,External,1189
1.393,1.538,0.145,1.393,1.366,-0.027,1.393,1.58,0.187,1.393,1.741375121,0.348,External,1190
1.557,1.426,-0.131,1.557,1.271,-0.286,1.557,1.505,-0.052,1.557,1.467012557,-0.09,External,1191
1.502,1.365,-0.137,1.502,1.29,-0.212,1.502,1.502,0,1.502,1.4407553,-0.061,External,1192
2.487,2.165,-0.322,2.487,2.019,-0.468,2.487,2.302,-0.185,2.487,2.136198007,-0.351,External,1193
2.411,2.215,-0.196,2.411,2.061,-0.35,2.411,2.292,-0.119,2.411,2.17515599,-0.236,External,1194
1.393,1.292,-0.101,1.393,1.19,-0.203,1.393,1.323,-0.07,1.393,1.347908352,-0.045,External,1195
1.85,1.542,-0.308,1.85,1.444,-0.406,1.85,1.655,-0.195,1.85,1.667796625,-0.182,External,1196
0.811,1.077,0.266,0.811,0.791,-0.02,0.811,1.008,0.197,0.811,1.131785585,0.321,External,1197
1.638,1.536,-0.102,1.638,1.168,-0.47,1.638,1.573,-0.065,1.638,1.529794762,-0.108,External,1198
0.855,0.945,0.09,0.855,0.681,-0.174,0.855,0.961,0.106,0.855,0.878787922,0.024,External,1199
0.866,0.945,0.079,0.866,0.681,-0.185,0.866,0.961,0.095,0.866,0.878787922,0.013,External,1200
1.116,1.163,0.047,1.116,1.138,0.022,1.116,1.097,-0.019,1.116,1.335340217,0.219,External,1201
2.46,2.098,-0.362,2.46,1.966,-0.494,2.46,2.227,-0.233,2.46,2.358742123,-0.101,External,1202
1.774,1.488,-0.286,1.774,1.475,-0.299,1.774,1.641,-0.133,1.774,1.5813125,-0.193,External,1203
1.627,1.782,0.155,1.627,1.447,-0.18,1.627,1.785,0.158,1.627,1.755620112,0.129,External,1204
2.634,2.373,-0.261,2.634,2.143,-0.491,2.634,2.431,-0.203,2.634,2.387273734,-0.247,External,1205
1.535,1.573,0.038,1.535,1.484,-0.051,1.535,1.821,0.286,1.535,1.622750452,0.088,External,1206
1.774,1.523,-0.251,1.774,1.474,-0.3,1.774,1.721,-0.053,1.774,1.486050687,-0.288,External,1207
2.813,2.452,-0.361,2.813,2.356,-0.457,2.813,2.533,-0.28,2.813,2.398175261,-0.415,External,1208
2.781,2.293,-0.488,2.781,2.237,-0.544,2.781,2.432,-0.349,2.781,2.313061137,-0.468,External,1209
2.949,2.632,-0.317,2.949,2.83,-0.119,2.949,2.716,-0.233,2.949,2.675270805,-0.274,External,1210
1.79,1.728,-0.062,1.79,1.416,-0.374,1.79,1.79,0,1.79,1.845309664,0.055,External,1211
2.035,1.801,-0.234,2.035,1.631,-0.404,2.035,1.931,-0.104,2.035,1.833502519,-0.201,External,1212
2.617,2.478,-0.139,2.617,2.346,-0.271,2.617,2.568,-0.049,2.617,2.595321865,-0.022,External,1213
2.65,2.071,-0.579,2.65,1.737,-0.913,2.65,2.261,-0.389,2.65,2.041637949,-0.608,External,1214
2.693,2.202,-0.491,2.693,2.079,-0.614,2.693,2.391,-0.302,2.693,2.455072074,-0.238,External,1215
2.704,2.282,-0.422,2.704,2.083,-0.621,2.704,2.407,-0.297,2.704,2.417394726,-0.287,External,1216
2.726,2.363,-0.363,2.726,2.138,-0.588,2.726,2.477,-0.249,2.726,2.555203649,-0.171,External,1217
2.095,1.57,-0.525,2.095,1.54,-0.555,2.095,1.754,-0.341,2.095,1.705806172,-0.389,External,1218
1.17,1.197,0.027,1.17,1.389,0.219,1.17,1.316,0.146,1.17,1.395550131,0.226,External,1219
1.834,1.802,-0.032,1.834,1.734,-0.1,1.834,2.051,0.217,1.834,1.805737978,-0.028,External,1220
2.133,1.939,-0.194,2.133,1.618,-0.515,2.133,2.024,-0.109,2.133,1.949064461,-0.184,External,1221
2.052,1.742,-0.31,2.052,1.616,-0.436,2.052,1.927,-0.125,2.052,1.70636229,-0.346,External,1222
2.862,2.71,-0.152,2.862,2.635,-0.227,2.862,2.785,-0.077,2.862,2.654548418,-0.207,External,1223
2.47,2.146,-0.324,2.47,2.01,-0.46,2.47,2.174,-0.296,2.47,2.313727377,-0.156,External,1224
2.057,1.976,-0.081,2.057,1.779,-0.278,2.057,2.087,0.03,2.057,2.010280838,-0.047,External,1225
2.079,1.877,-0.202,2.079,1.641,-0.438,2.079,2.008,-0.071,2.079,2.010636433,-0.068,External,1226
2.073,1.961,-0.112,2.073,1.721,-0.352,2.073,2.07,-0.003,2.073,2.038994729,-0.034,External,1227
1.861,1.957,0.096,1.861,1.657,-0.204,1.861,2.057,0.196,1.861,1.969309651,0.108,External,1228
2.88,3.143,0.263,2.88,3.031,0.151,2.88,3.132,0.252,2.88,3.137238588,0.257,External,1229
1.96,2.794,0.834,1.96,2.724,0.764,1.96,2.785,0.825,1.96,2.754965827,0.795,External,1230
1.96,2.844,0.884,1.96,2.692,0.732,1.96,2.841,0.881,1.96,2.823936229,0.864,External,1231
2.6,2.426,-0.174,2.6,2.345,-0.255,2.6,2.612,0.012,2.6,2.43835081,-0.162,External,1232
2.6,2.417,-0.183,2.6,2.34,-0.26,2.6,2.612,0.012,2.6,2.446660078,-0.153,External,1233
2.55,2.49,-0.06,2.55,2.378,-0.172,2.55,2.477,-0.073,2.55,2.482024986,-0.068,External,1234
2.55,2.531,-0.019,2.55,2.338,-0.212,2.55,2.611,0.061,2.55,2.514474477,-0.036,External,1235
2.55,2.514,-0.036,2.55,2.229,-0.321,2.55,2.439,-0.111,2.55,2.462214372,-0.088,External,1236
2.579,2.234,-0.345,2.579,2.213,-0.366,2.579,2.277,-0.302,2.579,2.428654399,-0.15,External,1237
2.536,2.281,-0.255,2.536,2.15,-0.386,2.536,2.288,-0.248,2.536,2.492189215,-0.044,External,1238
2.41,2.294,-0.116,2.41,2.158,-0.252,2.41,2.45,0.04,2.41,2.363288328,-0.047,External,1239
0.67,2.67,2,0.67,2.27,1.6,0.67,2.618,1.948,0.67,2.679871228,2.01,External,1240
0.67,2.682,2.012,0.67,2.276,1.606,0.67,2.578,1.908,0.67,2.672886889,2.003,External,1241
1.72,2.041,0.321,1.72,1.774,0.054,1.72,2.024,0.304,1.72,2.138381863,0.418,External,1242
1.96,2.499,0.539,1.96,2.125,0.165,1.96,2.456,0.496,1.96,2.516715832,0.557,External,1243
3.13,2.451,-0.679,3.13,2.017,-1.113,3.13,2.297,-0.833,3.13,2.4381662,-0.692,External,1244
3.13,2.451,-0.679,3.13,1.987,-1.143,3.13,2.385,-0.745,3.13,2.452906092,-0.677,External,1245
2.122,1.972,-0.15,2.122,1.677,-0.445,2.122,1.971,-0.151,2.122,1.948843423,-0.173,External,1246
1.02,1.863,0.843,1.02,1.72,0.7,1.02,1.727,0.707,1.02,1.926126124,0.906,External,1247
1.698,1.954,0.256,1.698,1.651,-0.047,1.698,1.774,0.076,1.698,2.034713211,0.337,External,1248
2.03,1.854,-0.176,2.03,1.782,-0.248,2.03,1.765,-0.265,2.03,1.969616079,-0.06,External,1249
2.041,1.932,-0.109,2.041,1.775,-0.266,2.041,1.851,-0.19,2.041,2.055003554,0.014,External,1250
1.197,2.034,0.837,1.197,1.715,0.518,1.197,1.79,0.593,1.197,1.938545232,0.742,External,1251
1.459,2.059,0.6,1.459,1.632,0.173,1.459,1.886,0.427,1.459,1.950649223,0.492,External,1252
2.933,2.768,-0.165,2.933,2.105,-0.828,2.933,2.651,-0.282,2.933,2.709316862,-0.224,External,1253
2.862,2.524,-0.338,2.862,2.287,-0.575,2.862,2.549,-0.313,2.862,2.566979901,-0.295,External,1254
1.932,1.801,-0.131,1.932,1.654,-0.278,1.932,2.045,0.113,1.932,1.843674006,-0.088,External,1255
2.737,2.681,-0.056,2.737,2.698,-0.039,2.737,2.845,0.108,2.737,2.796100865,0.059,External,1256
2.345,1.901,-0.444,2.345,1.77,-0.575,2.345,2.112,-0.233,2.345,1.85135059,-0.494,External,1257
2.275,2.161,-0.114,2.275,1.932,-0.343,2.275,2.289,0.014,2.275,2.205817453,-0.069,External,1258
2.481,2.244,-0.237,2.481,2.302,-0.179,2.481,2.372,-0.109,2.481,2.262924723,-0.218,External,1259
